Member_number,Groceries
4094,"canned beer,fruit/vegetable juice,margarine,onions,other vegetables,rolls/buns,soda,turkey,yogurt"
4095,"beef,butter,ham,other vegetables,specialty bar"
4096,"beef,butter milk,fruit/vegetable juice,ham,hamburger meat,margarine,napkins,pasta,seasonal products,yogurt"
4097,"beef,bottled water,butter,coffee,condensed milk,grapes,hygiene articles,ice cream,other vegetables,soda,vinegar,whole milk"
4098,"berries,bottled water,other vegetables,pip fruit,pork,soda,tropical fruit,whole milk,yogurt"
4099,"Instant food products,bottled water,fruit/vegetable juice,misc. beverages,root vegetables"
4100,"dental care,pastry,sausage,whipped/sour cream,whole milk"
4101,"bottled beer,brown bread,chicken,hamburger meat,margarine,red/blush wine,rolls/buns"
4102,"artif. sweetener,beef,cream cheese ,fish,frankfurter,frozen dessert,grapes,ham,hamburger meat,hygiene articles,meat spreads,newspapers,oil,other vegetables,pip fruit,rum,soda,whipped/sour cream,whole milk"
4103,"baking powder,canned beer,chicken,curd,newspapers,red/blush wine,whole milk,yogurt"
4104,"bottled water,coffee,curd cheese,dessert,detergent,domestic eggs,other vegetables,pork,pot plants,soda,sugar,whipped/sour cream,white wine,whole milk"
4105,"condensed milk,curd,liquor (appetizer),onions,pork,root vegetables,sausage,tropical fruit,whipped/sour cream,whole milk"
4106,"baking powder,bottled water,coffee,condensed milk,grapes,margarine,other vegetables,pastry,rolls/buns,tropical fruit,whole milk,yogurt"
4107,"dog food,domestic eggs,frankfurter,frozen fish,mustard,pastry,sausage,soda,sweet spreads,tropical fruit,whipped/sour cream"
4108,"bottled water,butter milk,candy,chewing gum,coffee,domestic eggs,ham,pork,rolls/buns,root vegetables,specialty chocolate,whipped/sour cream,whole milk,yogurt"
4109,"berries,canned beer,dessert,frozen vegetables,margarine,other vegetables,pet care,pip fruit,rolls/buns,whipped/sour cream,white bread,whole milk"
4110,"bottled beer,bottled water,brown bread,chicken,domestic eggs,hygiene articles,newspapers,nuts/prunes,pork,red/blush wine,root vegetables,sausage,soda,whole milk,yogurt"
4112,"bottled water,canned beer,citrus fruit,curd,frozen vegetables,ice cream,pip fruit,popcorn,red/blush wine,rolls/buns,root vegetables,soda,specialty chocolate,tropical fruit,whipped/sour cream,white wine"
4113,"UHT-milk,bottled beer,coffee,curd,frankfurter,margarine,onions,other vegetables,rolls/buns,root vegetables,tropical fruit"
4114,"bottled water,canned beer,chicken,flour,frankfurter,fruit/vegetable juice,house keeping products,root vegetables,salty snack,yogurt"
4115,"citrus fruit,coffee,fruit/vegetable juice,margarine,other vegetables,pastry,shopping bags,tropical fruit,waffles,yogurt"
4116,"detergent,dishes,newspapers,pastry,root vegetables,soda,yogurt"
4117,"bottled beer,brown bread,candy,canned beer,citrus fruit,fruit/vegetable juice,liquor,liquor (appetizer),organic sausage,pot plants,shopping bags,tropical fruit,whole milk,yogurt"
4118,"meat,other vegetables"
4119,"beef,citrus fruit,cream cheese ,frozen vegetables,onions,soda,tropical fruit,whole milk"
4120,"bottled water,chicken,pip fruit,roll products ,rolls/buns,sausage,softener,whole milk,yogurt"
4121,"UHT-milk,bottled water,citrus fruit,curd,female sanitary products,ice cream,liquor,onions,other vegetables,shopping bags,whipped/sour cream,whole milk,yogurt"
4122,"UHT-milk,bottled water,chocolate,dessert,meat,nut snack,rolls/buns,tropical fruit,whole milk"
4123,"bottled water,cooking chocolate,frankfurter,hair spray"
4124,"cereals,chicken,domestic eggs,frankfurter,frozen vegetables,fruit/vegetable juice,light bulbs,mustard,pastry,rolls/buns,sausage,semi-finished bread,shopping bags,soda,white wine,whole milk"
4125,"brown bread,candy,citrus fruit,other vegetables,pastry,pet care,pip fruit,rolls/buns,whole milk,yogurt"
4126,"berries,brown bread,candy,coffee,hamburger meat,other vegetables,rolls/buns"
4127,"bottled beer,butter,canned beer,curd,domestic eggs,herbs,margarine,mustard,popcorn,whole milk"
4129,"cereals,chewing gum,chicken,citrus fruit,cream cheese ,margarine,meat spreads,napkins,onions,pastry,root vegetables,shopping bags,soda,waffles,whole milk,yogurt"
4130,"beef,berries,canned beer,condensed milk,liquor,long life bakery product,newspapers,rolls/buns,root vegetables,semi-finished bread,soda,soft cheese,tropical fruit,whipped/sour cream,yogurt"
4131,"UHT-milk,bags,female sanitary products,grapes,napkins,onions,other vegetables,rolls/buns,root vegetables,sausage"
4132,"Instant food products,bottled water,frozen fish,margarine,newspapers,other vegetables,shopping bags,whole milk,yogurt"
4133,"canned beer,citrus fruit,pastry,root vegetables,seasonal products,semi-finished bread,soda,soups,white wine,whole milk,yogurt"
4134,"bottled water,brown bread,canned beer,citrus fruit,coffee,dessert,meat,other vegetables,packaged fruit/vegetables,pip fruit,specialty bar,specialty chocolate,whole milk"
4135,"cream cheese ,other vegetables,spices,whole milk"
4136,"frozen dessert,frozen fish,pip fruit,root vegetables,sugar"
4137,"canned fish,chicken,citrus fruit,curd,dessert,domestic eggs,frozen vegetables,fruit/vegetable juice,hamburger meat,napkins,oil,onions,other vegetables,pastry,pork,root vegetables,salty snack,shopping bags,soda,sugar,tea,zwieback"
4138,"beef,chocolate marshmallow,curd,detergent,light bulbs,other vegetables,pork,processed cheese,salty snack,waffles,whole milk,yogurt"
4139,"bottled water,citrus fruit,coffee,domestic eggs,rolls/buns,soda"
4140,"brown bread,curd,hygiene articles,newspapers,waffles,whole milk"
4141,"brown bread,frankfurter,pot plants"
4142,"beverages,other vegetables"
4143,"mustard,other vegetables,pastry,salt"
4144,"berries,bottled beer,finished products,root vegetables,waffles,whole milk"
4145,"candy,misc. beverages,onions,pastry,rolls/buns,shopping bags"
4146,"bottled beer,brown bread,dessert,mayonnaise,packaged fruit/vegetables,pastry,pork,roll products ,rolls/buns,root vegetables,sausage,whole milk"
4147,"bottled beer,canned beer,cat food,citrus fruit,flour,napkins,newspapers,pip fruit,white wine,whole milk"
4148,"UHT-milk,beverages,butter milk,canned beer,domestic eggs,meat,newspapers,sausage,soda,whipped/sour cream,whole milk"
4149,"citrus fruit,dessert,frozen fish,fruit/vegetable juice,ice cream,other vegetables,pasta,pip fruit,tropical fruit"
4150,"baking powder,bottled beer,brown bread,cream cheese ,dessert,pastry,red/blush wine,root vegetables,tropical fruit,whole milk"
4151,"whole milk"
4152,"bottled beer,chewing gum,condensed milk,fruit/vegetable juice,ham,hamburger meat,pasta,pip fruit,rolls/buns,root vegetables,sausage,soda,sugar,white bread,whole milk"
4153,"UHT-milk,bottled water,brown bread,chocolate,cream cheese ,flour,fruit/vegetable juice,hard cheese,house keeping products,liquor,long life bakery product,meat,other vegetables,pickled vegetables,rolls/buns,root vegetables,salty snack,sausage,whole milk"
4154,"beef,domestic eggs,frozen fish,mustard,pasta,root vegetables,soda,white bread"
4155,"Instant food products,beef,bottled water,citrus fruit,curd,herbs,oil,other vegetables,pork,salty snack,sausage,soda,softener,tropical fruit,white bread,whole milk"
4156,"bottled beer,butter milk,candles,cat food,chocolate,hygiene articles,packaged fruit/vegetables,potato products,rolls/buns,salty snack,shopping bags,tropical fruit,whole milk"
4157,"frozen meals,hamburger meat,other vegetables,root vegetables,salty snack,whole milk"
4158,"domestic eggs,hard cheese,pip fruit,root vegetables"
4159,"bottled water,canned fish,cat food,dishes,other vegetables,tropical fruit"
4160,"Instant food products,bottled beer,chocolate,citrus fruit,dish cleaner,frozen vegetables,pip fruit,rolls/buns,root vegetables,soda,specialty cheese,spread cheese,turkey"
4161,"fruit/vegetable juice,meat,tropical fruit,whipped/sour cream,whole milk"
4162,"bottled beer,bottled water,brown bread,canned beer,curd cheese,margarine,mustard,napkins,pip fruit,red/blush wine,whole milk,yogurt"
4163,"bottled beer,cat food,dishes,frankfurter,liquor,newspapers,other vegetables,rolls/buns,root vegetables,soda,specialty chocolate,sugar,tropical fruit,whole milk"
4164,"canned fish,curd,dessert,pastry,prosecco,soda,whole milk"
4165,"beef,brown bread,citrus fruit,condensed milk,domestic eggs,hard cheese,newspapers,other vegetables,pip fruit,pot plants,roll products ,rolls/buns,sausage,soda,syrup,tropical fruit,white wine"
4166,"bottled beer,bottled water,butter,canned beer,citrus fruit,mustard,other vegetables,pasta,pastry,rolls/buns,shopping bags,whole milk,yogurt"
4167,"condensed milk,detergent,frankfurter,fruit/vegetable juice,pastry,sauces"
4168,"chicken,margarine,turkey,whipped/sour cream"
4169,"bottled water,canned beer,coffee,domestic eggs,frankfurter,frozen vegetables,napkins,rolls/buns,root vegetables,salty snack,soda,specialty chocolate,whole milk"
4170,"bottled water,chicken,curd,domestic eggs,frozen meals,fruit/vegetable juice,ice cream,instant coffee,newspapers,onions,red/blush wine,rolls/buns,sausage,soda,yogurt"
4171,"butter milk,chewing gum,newspapers,pastry,sausage,whole milk,yogurt"
4172,"Instant food products,dental care,grapes,pastry,soda,tropical fruit,whipped/sour cream,white bread,whole milk"
4173,"candy,hamburger meat,whipped/sour cream,yogurt"
4174,"citrus fruit,coffee,rolls/buns,whole milk"
4175,"dessert,frozen meals,grapes,napkins,other vegetables,rolls/buns"
4176,"flour,other vegetables,rolls/buns,semi-finished bread,shopping bags,waffles,whole milk"
4177,"beef,bottled beer,butter,canned beer,frankfurter,fruit/vegetable juice,grapes,semi-finished bread,whole milk,yogurt"
4178,"baking powder,berries,bottled beer,brown bread,butter,chewing gum,coffee,domestic eggs,frankfurter,fruit/vegetable juice,margarine,pastry,popcorn,root vegetables,salty snack,soda,tropical fruit,white bread,yogurt"
4179,"brandy,cat food,frankfurter,grapes,hamburger meat,other vegetables,pastry,pickled vegetables,root vegetables"
4180,"bottled beer,brown bread,canned beer,dessert,hamburger meat,other vegetables,root vegetables,semi-finished bread,shopping bags,specialty chocolate,white bread,whole milk"
4181,"detergent,ice cream,rolls/buns"
4182,"beef,chewing gum,citrus fruit,cleaner,liver loaf,other vegetables,pastry,sliced cheese,specialty bar,vinegar,white bread,whole milk"
4183,"bottled beer,dog food,domestic eggs,frozen potato products,fruit/vegetable juice,ice cream,other vegetables,processed cheese,root vegetables,salt,salty snack,sausage,shopping bags,whole milk"
4184,"beverages,pastry,pip fruit,rolls/buns,semi-finished bread,soda,white bread,yogurt"
4185,"coffee,curd,fruit/vegetable juice,pip fruit,rolls/buns"
4186,"oil,whipped/sour cream,whole milk"
4187,"berries,bottled beer,canned beer,canned vegetables,dessert,dog food,onions,pastry,pip fruit,pork,rolls/buns,sausage,sliced cheese,snack products,soda,specialty cheese,sugar,whipped/sour cream,white bread,whole milk"
4188,"shopping bags,soda"
4189,"long life bakery product,rolls/buns,sausage,snack products,soda,whole milk"
4190,"bottled water,cake bar,canned beer,chicken,citrus fruit,domestic eggs,flower (seeds),frankfurter,fruit/vegetable juice,margarine,newspapers,pip fruit,root vegetables,shopping bags,soda,specialty bar,sugar,whole milk"
4191,"cat food,chicken,citrus fruit,liver loaf,long life bakery product,margarine,other vegetables,pork,spread cheese,tropical fruit,whipped/sour cream,white bread"
4192,"UHT-milk,beverages,bottled water,butter,canned beer,chewing gum,chicken,coffee,oil,root vegetables,seasonal products,sugar,whole milk,yogurt"
4193,"bottled beer,ketchup,meat,pastry,sauces,shopping bags,specialty chocolate,whole milk"
4194,"bottled beer,bottled water,chewing gum,cleaner,cream cheese ,frozen vegetables,fruit/vegetable juice,hygiene articles,newspapers,pastry,photo/film,pip fruit,root vegetables,whole milk"
4195,"berries,bottled beer,cream cheese ,other vegetables,rolls/buns,root vegetables,salty snack,shopping bags,waffles"
4196,"brown bread,flower (seeds),newspapers,other vegetables,rolls/buns,whipped/sour cream,whole milk"
4197,"beef,butter,chicken,coffee,cream,detergent,house keeping products,long life bakery product,newspapers,pastry,pet care,rolls/buns,sausage,soda,yogurt"
4198,"beef,canned fish,rolls/buns,whole milk,yogurt"
4199,"UHT-milk,baking powder,beef,candles,curd,margarine,pip fruit,rolls/buns,root vegetables,soda,specialty cheese"
4200,"hamburger meat,salty snack,shopping bags"
4201,"bottled beer,chewing gum,curd,dessert,flower (seeds),house keeping products,pip fruit,rolls/buns,soda,syrup,tropical fruit,whipped/sour cream"
4202,"citrus fruit,coffee,female sanitary products,long life bakery product,meat,other vegetables,pip fruit,popcorn,rolls/buns,soda,yogurt"
4204,"curd,pastry,rolls/buns,shopping bags,spread cheese,whipped/sour cream,white bread,whole milk"
4205,"beef,citrus fruit,herbs,whipped/sour cream"
4206,"bottled beer,chocolate,domestic eggs,frozen vegetables,fruit/vegetable juice,margarine,mustard,oil,rolls/buns,root vegetables,whipped/sour cream,whole milk"
4207,"candy,citrus fruit,curd,dessert,frozen dessert,other vegetables,pastry,pet care,red/blush wine,rolls/buns,sausage,specialty chocolate,white bread,whole milk"
4208,"pork,rolls/buns"
4209,"chocolate,liquor (appetizer),long life bakery product,newspapers"
4210,"chicken,other vegetables,shopping bags,tropical fruit"
4211,"bottled beer,curd cheese,detergent,margarine,napkins,newspapers,pastry,rolls/buns,tropical fruit,whipped/sour cream,whole milk"
4212,"butter,chicken,dessert,organic sausage,other vegetables,rolls/buns,soft cheese,tropical fruit,whipped/sour cream,yogurt"
4213,"chicken,coffee,hamburger meat,other vegetables,pork,rolls/buns,seasonal products,whole milk"
4214,"cake bar,chewing gum,citrus fruit,dog food,domestic eggs,long life bakery product,other vegetables,rolls/buns,root vegetables,sausage,tropical fruit,yogurt"
4215,"canned beer,liquor (appetizer),long life bakery product,misc. beverages,mustard,newspapers,oil,popcorn,pork,processed cheese,rolls/buns,specialty bar,specialty fat,whipped/sour cream,whole milk,yogurt"
4216,"brown bread,butter milk,citrus fruit,light bulbs,other vegetables,pork,rolls/buns,sausage,whole milk"
4217,"bottled beer,bottled water,brown bread,cling film/bags,curd,dishes,domestic eggs,frozen vegetables,liquor,other vegetables,pastry,pork,rolls/buns,root vegetables,salt,sausage,soda,soft cheese,sweet spreads,whole milk,yogurt"
4218,"beef,berries,dish cleaner,dog food,domestic eggs,frankfurter,ham,hamburger meat,root vegetables,soda,specialty fat"
4219,"berries,butter milk,citrus fruit,long life bakery product,other vegetables,rolls/buns,sliced cheese"
4220,"beef,bottled water,canned beer,chocolate,detergent,other vegetables,pip fruit,rolls/buns,sliced cheese,soft cheese,tropical fruit,whole milk,yogurt"
4221,"bottled water,dish cleaner,frozen meals,hamburger meat,pet care,sausage,shopping bags,whole milk"
4222,"beef,beverages,cat food,chocolate,flour,kitchen towels,newspapers,other vegetables,rum,sausage,tropical fruit,whipped/sour cream"
4223,"bottled water,citrus fruit,frozen meals,herbs,liver loaf,meat,newspapers,onions,other vegetables,pastry,root vegetables,sliced cheese,soda,tropical fruit,white bread,whole milk"
4224,"bottled beer,brown bread,chicken,grapes,pastry,processed cheese,rolls/buns,tropical fruit"
4225,"bottled beer,bottled water,brown bread,hard cheese,pip fruit,root vegetables"
4226,"butter,chocolate,citrus fruit,dessert,domestic eggs,frozen meals,other vegetables,sausage,specialty bar"
4227,"citrus fruit,coffee,hamburger meat,long life bakery product,rolls/buns,whipped/sour cream,yogurt"
4228,"beverages,bottled water,brown bread,cooking chocolate,mustard,other vegetables,pip fruit,shopping bags,soda,sweet spreads,tropical fruit,white bread,whole milk"
4229,"butter milk,dessert,dishes,other vegetables,pastry,rolls/buns,sausage,soda"
4230,"brown bread,canned beer,grapes,pastry,root vegetables,sausage,seasonal products,white wine"
4231,"chicken,herbs,long life bakery product,salty snack,tropical fruit"
4232,"Instant food products,canned beer,domestic eggs,liquor,long life bakery product,pip fruit,popcorn,pork,processed cheese,root vegetables,whole milk"
4233,"chicken,cleaner,coffee,packaged fruit/vegetables,pork,roll products ,root vegetables,soda,whole milk"
4234,"baking powder,berries,beverages,canned vegetables,chocolate,detergent,domestic eggs,fruit/vegetable juice,hygiene articles,napkins,oil,other vegetables,pastry,pip fruit,rolls/buns,sliced cheese,whole milk"
4235,"beef,berries,bottled water,brown bread,chocolate,citrus fruit,condensed milk,curd,grapes,nut snack,oil,other vegetables,rolls/buns,seasonal products,shopping bags,soda,waffles,whole milk"
4236,"beef,brown bread,canned beer,chicken,curd,frankfurter,frozen vegetables,misc. beverages,napkins,newspapers,pip fruit,skin care,tropical fruit"
4237,"pastry,pork"
4238,"cereals,frankfurter,hygiene articles,onions,packaged fruit/vegetables,pastry,pip fruit,tropical fruit"
4239,"berries,frankfurter,napkins,sausage"
4240,"brown bread,chicken,citrus fruit,coffee,dessert,frozen dessert,other vegetables,pet care,rolls/buns,shopping bags,soda,whole milk,yogurt"
4241,"bottled water,cat food,popcorn,pot plants,soda,yogurt"
4242,"bottled water,brown bread,canned fruit,coffee,whole milk,yogurt"
4243,"canned beer,chocolate,detergent,hard cheese,hygiene articles,margarine,napkins,other vegetables,pot plants,root vegetables,sausage,specialty cheese,sugar,whipped/sour cream,white wine"
4244,"bottled beer,frozen fruits,oil,other vegetables,pot plants,processed cheese,semi-finished bread,tropical fruit,whole milk"
4245,"bottled water,misc. beverages,rolls/buns,tropical fruit,whipped/sour cream,whole milk,yogurt"
4246,"rolls/buns,root vegetables,sausage,soda,specialty chocolate,tropical fruit,whole milk,yogurt"
4247,"butter,soda"
4248,"margarine,rolls/buns"
4249,"UHT-milk,berries,bottled water,canned beer,frankfurter,other vegetables,pip fruit,sausage,shopping bags"
4250,"cake bar,pet care,shopping bags,yogurt"
4251,"berries,candy,domestic eggs,ham,ice cream,pastry,pork,rolls/buns,root vegetables,shopping bags,soda,soups,sweet spreads,tropical fruit,white wine,whole milk,yogurt"
4252,"bottled water,butter,dog food,frozen dessert,frozen potato products,ham,newspapers,shopping bags,turkey"
4254,"domestic eggs,ham,root vegetables,shopping bags,white wine,yogurt"
4255,"beverages,brown bread,dishes,frankfurter,liquor,margarine,newspapers,shopping bags,tropical fruit,whole milk,yogurt"
4256,"bottled water,oil,processed cheese,specialty bar,tropical fruit,whole milk"
4257,"UHT-milk,beef,dessert,grapes,herbs,ice cream,napkins,other vegetables,pastry,sausage,soft cheese,whole milk,yogurt"
4258,"beef,candy,chocolate,frankfurter,frozen meals,fruit/vegetable juice,hygiene articles,newspapers,salty snack,sausage,soda,whole milk,yogurt"
4259,"brown bread,butter,canned beer,domestic eggs,ice cream,newspapers,pastry,shopping bags,soda,yogurt"
4260,"brown bread,canned beer,chicken,frozen vegetables,margarine,rolls/buns,root vegetables,sausage,soda,whipped/sour cream,whole milk"
4261,"bottled beer,bottled water,dessert,fruit/vegetable juice,napkins,other vegetables,pip fruit,rolls/buns,root vegetables,tropical fruit,whisky,whole milk"
4262,"canned beer,domestic eggs,frozen meals,meat,napkins,newspapers,other vegetables,pip fruit,red/blush wine,rolls/buns,soft cheese,whipped/sour cream,whole milk"
4264,"butter milk,curd cheese,newspapers,popcorn,soda,soft cheese,spices,whole milk,yogurt"
4265,"bottled water,butter milk,flour,other vegetables,popcorn,rolls/buns,root vegetables,soda,whipped/sour cream"
4266,"Instant food products,berries,bottled beer,butter,canned beer,coffee,frozen vegetables,margarine,newspapers,other vegetables,roll products ,root vegetables,salty snack,sausage,soda,specialty bar,yogurt"
4267,"beef,bottled beer,butter,citrus fruit,cream cheese ,fish,ham,newspapers,rolls/buns,sausage,whipped/sour cream,whole milk,yogurt"
4268,"butter milk,cream cheese ,dessert,frankfurter,margarine,nuts/prunes,pork,rolls/buns,semi-finished bread,white bread,yogurt"
4269,"butter milk,citrus fruit,curd cheese,dishes,finished products,frankfurter,semi-finished bread,whipped/sour cream"
4270,"bottled water,brown bread,napkins,nut snack,shopping bags,whole milk"
4271,"pasta,pot plants,shopping bags,whipped/sour cream"
4272,"UHT-milk,berries,bottled water,cat food,coffee,cream cheese ,domestic eggs,grapes,margarine,meat spreads,napkins,other vegetables,pastry,pickled vegetables,soda,specialty chocolate,whole milk"
4273,"citrus fruit,frozen vegetables,margarine,other vegetables,red/blush wine,rolls/buns,soda,whole milk"
4274,"beef,bottled beer,chicken,frankfurter,other vegetables,pip fruit,processed cheese,rolls/buns,soda,whipped/sour cream,whole milk"
4275,"bottled water,canned beer,chicken,chocolate,dental care,dishes,frankfurter,grapes,hygiene articles,other vegetables,pot plants,salty snack,sugar,whole milk"
4277,"bottled water,brown bread,butter,dessert,grapes,hygiene articles,newspapers,pastry,pip fruit,popcorn,rolls/buns,root vegetables,sausage,shopping bags,soda,whole milk,yogurt"
4278,"canned vegetables,newspapers,soda,white wine"
4279,"berries,butter milk"
4280,"bottled beer,bottled water,butter milk,cat food,domestic eggs,frozen meals,ham,long life bakery product,margarine,pasta,soda,specialty chocolate,white wine"
4281,"canned beer,frozen dessert,hard cheese,liquor (appetizer),margarine,newspapers,rolls/buns,shopping bags,soda,whole milk,yogurt"
4282,"baking powder,chicken,hair spray,other vegetables"
4283,"bottled beer,candy,coffee,frozen meals,liquor (appetizer),other vegetables,tropical fruit"
4284,"canned beer,coffee,pastry,pip fruit,red/blush wine,salt,sausage,soda,soups,whole milk"
4285,"domestic eggs,fruit/vegetable juice,mustard,pastry,roll products ,rolls/buns,root vegetables,whole milk"
4286,"brown bread,butter,canned beer,citrus fruit,fruit/vegetable juice,meat,other vegetables,photo/film,rolls/buns,spread cheese,whole milk,yogurt"
4287,"berries,canned vegetables,pasta,root vegetables,soda"
4288,"berries,canned beer,citrus fruit,frozen potato products,ham,male cosmetics,meat,pastry,soda,whipped/sour cream,white wine"
4289,"chicken,curd,hard cheese,liquor (appetizer),onions,other vegetables,pickled vegetables,pork"
4290,"dessert,ice cream,instant coffee,processed cheese,soda,yogurt"
4291,"bottled water,chocolate marshmallow,citrus fruit,coffee,cream cheese ,pip fruit,root vegetables,sausage,soda,sugar,whole milk"
4292,"bottled beer,bottled water,brown bread,chewing gum,citrus fruit,coffee,cream cheese ,domestic eggs,frankfurter,frozen potato products,frozen vegetables,napkins,pot plants,red/blush wine,salt,sausage,specialty chocolate,whipped/sour cream,yogurt"
4293,"Instant food products,bottled water,coffee,cream cheese ,fish,flower (seeds),ham,herbs,mayonnaise,misc. beverages,napkins,other vegetables,rolls/buns,root vegetables,sausage,soda,specialty chocolate,whole milk"
4294,"bottled beer,bottled water,butter milk,cling film/bags,coffee,domestic eggs,flour,frozen vegetables,ice cream,other vegetables,rolls/buns,sauces"
4295,"bottled water,butter,butter milk,chocolate,frozen meals,fruit/vegetable juice,ham,rolls/buns,sausage,tropical fruit,whole milk"
4296,"chicken,chocolate,frankfurter,fruit/vegetable juice,oil,sausage,tropical fruit,waffles,whole milk,yogurt"
4297,"UHT-milk,beverages,brown bread,butter milk,cat food,citrus fruit,curd,frankfurter,fruit/vegetable juice,margarine,other vegetables,rolls/buns,shopping bags,specialty bar,whole milk,yogurt"
4298,"butter,dessert,margarine,root vegetables,salty snack,tropical fruit,whole milk"
4299,"beef,berries,cake bar,citrus fruit,cream cheese ,dental care,other vegetables,rolls/buns,seasonal products,shopping bags,tidbits,whole milk"
4300,"citrus fruit,hamburger meat,oil,root vegetables,soft cheese,yogurt"
4301,"canned fruit,chewing gum,detergent,hamburger meat,herbs,other vegetables,pip fruit,pork,sausage,soda,soft cheese,whipped/sour cream,whole milk,yogurt"
4302,"chocolate,coffee,cream cheese ,frankfurter,hard cheese,ice cream,instant coffee,misc. beverages,napkins,newspapers,other vegetables,rolls/buns,salty snack,sparkling wine,specialty bar,tropical fruit,yogurt"
4303,"butter,canned beer,chicken,cream cheese ,instant coffee,meat,other vegetables,pork,root vegetables,sausage,semi-finished bread,shopping bags,soda,soups,specialty bar,specialty chocolate,sugar,tropical fruit,white bread,whole milk"
4304,"canned beer,canned fish,ice cream,pip fruit,pork,shopping bags,sugar,white bread"
4305,"coffee,flower (seeds),herbs,newspapers,onions,other vegetables,pastry,shopping bags,soda,soft cheese,specialty cheese,tropical fruit,whole milk"
4306,"brown bread,coffee,cream cheese ,detergent,domestic eggs,misc. beverages,napkins,pastry,pip fruit,seasonal products,white bread,whole milk"
4307,"shopping bags,yogurt"
4308,"chicken,citrus fruit,detergent,newspapers,other vegetables,pastry,salty snack,shopping bags,sliced cheese,soda,specialty bar,spread cheese,whole milk,yogurt"
4309,"salt,waffles,white bread,whole milk"
4310,"bottled water,candy,pip fruit,red/blush wine,specialty chocolate,spices,whole milk"
4311,"candy,frozen meals,frozen vegetables,newspapers,roll products "
4312,"bottled water,cocoa drinks,curd,frozen fish,house keeping products,long life bakery product,margarine,pip fruit,root vegetables,sausage,shopping bags,soda,tropical fruit,whole milk"
4313,"berries,bottled beer,citrus fruit,frankfurter,newspapers,seasonal products,shopping bags,soda,sugar,white wine"
4314,"bottled beer,bottled water,butter,chewing gum,finished products,margarine,newspapers,oil,other vegetables,rolls/buns,sausage,waffles,white bread,whole milk"
4315,"bottled beer,bottled water,butter,canned beer,citrus fruit,rolls/buns,soda"
4316,"beef,bottled water,butter,candy,canned beer,citrus fruit,detergent,long life bakery product,meat,other vegetables,pot plants,rolls/buns,shopping bags,soda,soft cheese,tropical fruit,whole milk"
4317,"canned beer,cream cheese ,ice cream,sparkling wine"
4318,"butter milk,cream cheese ,domestic eggs,pastry,specialty fat,whole milk"
4319,"UHT-milk,bottled water,butter,detergent,frozen fish,fruit/vegetable juice,hard cheese,newspapers,pip fruit,pork,sausage,shopping bags,tropical fruit,whole milk"
4320,"butter,candy,canned beer,chocolate,onions,other vegetables,popcorn,rolls/buns,sausage,soda,whipped/sour cream,whole milk,yogurt"
4321,"chicken,chocolate,curd,frankfurter,grapes,misc. beverages,newspapers,pip fruit,red/blush wine,rolls/buns,salty snack,sausage,soda,tropical fruit,waffles,white bread,yogurt"
4322,"bottled water,brown bread,canned beer,chocolate,coffee,dishes,domestic eggs,ice cream,misc. beverages,yogurt"
4323,"beef,brown bread,cocoa drinks,detergent,domestic eggs,frankfurter,grapes,pot plants,sauces,tropical fruit,whole milk"
4324,"bottled water,butter milk,chicken,detergent,misc. beverages,napkins,pastry,sausage,sweet spreads,tropical fruit,white wine,whole milk"
4325,"beef,brown bread,chocolate,coffee,ice cream,oil,pip fruit,specialty chocolate,yogurt"
4326,"beef,liquor,packaged fruit/vegetables,pork,rolls/buns,root vegetables,shopping bags,soda,sweet spreads,tropical fruit,whole milk,yogurt"
4327,"citrus fruit,coffee,frozen vegetables,jam,soda"
4328,"abrasive cleaner,beef,citrus fruit,curd,pasta,pork,salty snack,shopping bags,tropical fruit,yogurt"
4329,"bottled water,butter milk,candles,dessert,dishes,pastry,tropical fruit"
4330,"baking powder,beef,domestic eggs,finished products,fruit/vegetable juice,misc. beverages,mustard,other vegetables,pork,semi-finished bread,sparkling wine,whipped/sour cream,whole milk,yogurt"
4331,"coffee,margarine,other vegetables,sausage,sugar"
4332,"bottled beer,domestic eggs,pork,processed cheese"
4333,"misc. beverages,soft cheese"
4334,"berries,bottled beer,bottled water,candy,citrus fruit,condensed milk,domestic eggs,frankfurter,fruit/vegetable juice,margarine,other vegetables,pickled vegetables,whole milk"
4335,"bottled water,canned beer,citrus fruit,frozen vegetables,fruit/vegetable juice,margarine,napkins,other vegetables,pickled vegetables,pot plants,rolls/buns,sausage,shopping bags,tidbits,whole milk"
4336,"beef,beverages,brown bread,chocolate,newspapers,pot plants,prosecco,rolls/buns,root vegetables,sausage,snack products,soda,whipped/sour cream,whole milk"
4337,"coffee,cream cheese ,napkins,root vegetables,sausage,shopping bags,specialty bar,tropical fruit"
4338,"beverages,candy,cream cheese ,dessert,flour,frankfurter,frozen dessert,ham,napkins,onions,other vegetables,pickled vegetables,pip fruit,pudding powder,rice,rolls/buns,salty snack,semi-finished bread,tropical fruit,waffles,white bread,whole milk"
4339,"berries,chocolate marshmallow,domestic eggs,mayonnaise,meat spreads,whole milk"
4340,"berries,bottled beer,butter milk,candles,chocolate,frozen fish,other vegetables,pork,pot plants,skin care,soda,soft cheese,whole milk"
4341,"chocolate marshmallow,coffee,other vegetables,rolls/buns,shopping bags,whipped/sour cream"
4342,"ham,other vegetables,pip fruit,rolls/buns,whipped/sour cream,whole milk"
